[20974.636363] GC: mov data/node block	gc_type=BG
[20974.636368] GC: segno[520] valid blocks[453]
[20974.645463] inode=7772, blkindex=2926 blkaddr=272896
[21159.016277] inode=7799, blkindex=6730 blkaddr=347835
[21159.016279] inode=7799, blkindex=6731 blkaddr=347836
[21159.016280] inode=7799, blkindex=6732 blkaddr=347837
[21159.016281] inode=7799, blkindex=6733 blkaddr=347838
[21159.016282] inode=7799, blkindex=6734 blkaddr=347839
[21159.016283] inode=7799, blkindex=6735 blkaddr=347840
[21159.016284] inode=7799, blkindex=6736 blkaddr=347841
[21159.016285] inode=7799, blkindex=6737 blkaddr=347842
[21159.016286] inode=7799, blkindex=6738 blkaddr=347843
[21159.016287] inode=7799, blkindex=6739 blkaddr=347844
[21159.016288] inode=7799, blkindex=6740 blkaddr=347845
[21159.016289] inode=7799, blkindex=7500 blkaddr=347669
[21159.016290] inode=7799, blkindex=7501 blkaddr=347670
[21159.016291] inode=7799, blkindex=7502 blkaddr=347671
[21159.016292] inode=7799, blkindex=7503 blkaddr=347672
[21159.016293] inode=7799, blkindex=7504 blkaddr=347673
[21159.016294] inode=7799, blkindex=7505 blkaddr=347674
[21159.016295] inode=7799, blkindex=7506 blkaddr=347675
[21159.016296] inode=7799, blkindex=7507 blkaddr=347676
[21159.016297] inode=7799, blkindex=7508 blkaddr=347677
[21159.016298] inode=7799, blkindex=7509 blkaddr=347678
[21159.016299] inode=7799, blkindex=7510 blkaddr=347679
[21159.016300] inode=7799, blkindex=7511 blkaddr=347680
[21159.016301] inode=7799, blkindex=7512 blkaddr=347681
[21159.016302] inode=7799, blkindex=7513 blkaddr=347682
[21159.016303] inode=7799, blkindex=7514 blkaddr=347683
[21159.016304] inode=7799, blkindex=7515 blkaddr=347684
[21159.016305] inode=7799, blkindex=7516 blkaddr=347685
[21159.016306] inode=7780, blkindex=6935 blkaddr=348036
[21159.016308] inode=7780, blkindex=6936 blkaddr=348037
[21159.016309] inode=7780, blkindex=6937 blkaddr=348038
[21159.016310] inode=7780, blkindex=6938 blkaddr=348039
[21159.016311] inode=7780, blkindex=6939 blkaddr=348040
[21159.016312] inode=7780, blkindex=6940 blkaddr=348041
[21159.016313] inode=7780, blkindex=6941 blkaddr=348042
[21159.016314] inode=7780, blkindex=6942 blkaddr=348043
[21159.016315] inode=7780, blkindex=6943 blkaddr=348044
[21159.016316] inode=7780, blkindex=6944 blkaddr=348045
[21159.016316] inode=7780, blkindex=7804 blkaddr=347686
[21159.016318] inode=7780, blkindex=7805 blkaddr=347687
[21159.016319] inode=7780, blkindex=7806 blkaddr=347688
[21159.016320] inode=7780, blkindex=7807 blkaddr=347689
[21159.016321] inode=7780, blkindex=7808 blkaddr=347690
[21159.016322] inode=7780, blkindex=7809 blkaddr=347691
[21159.016323] inode=7780, blkindex=7810 blkaddr=347692
[21159.016324] inode=7780, blkindex=7811 blkaddr=347693
[21159.016326] inode=7780, blkindex=7812 blkaddr=347694
[21159.016327] inode=7779, blkindex=7654 blkaddr=347695
[21159.016329] inode=7779, blkindex=7655 blkaddr=347696
[21159.016330] inode=7779, blkindex=7656 blkaddr=347697
[21159.016331] inode=7779, blkindex=7657 blkaddr=347698
[21159.016332] inode=7779, blkindex=7658 blkaddr=347699
[21159.016333] inode=7779, blkindex=7659 blkaddr=347700
[21159.016334] inode=7779, blkindex=7660 blkaddr=347701
[21159.016335] inode=7779, blkindex=7661 blkaddr=347702
[21159.016336] inode=7779, blkindex=7662 blkaddr=347703
[21159.016337] inode=7779, blkindex=7663 blkaddr=347704
[21159.016338] inode=7801, blkindex=7079 blkaddr=347812
[21159.016340] inode=7801, blkindex=7080 blkaddr=347813
[21159.016341] inode=7801, blkindex=7081 blkaddr=347814
[21159.016342] inode=7801, blkindex=7082 blkaddr=347815
[21159.016343] inode=7801, blkindex=7083 blkaddr=347816
[21159.016344] inode=7801, blkindex=7084 blkaddr=347817
[21159.016345] inode=7801, blkindex=7933 blkaddr=347715
[21159.016346] inode=7801, blkindex=7934 blkaddr=347716
[21159.016347] inode=7801, blkindex=7935 blkaddr=347717
[21159.016348] inode=7801, blkindex=7936 blkaddr=347718
[21159.016350] inode=7801, blkindex=7937 blkaddr=347719
[21159.016351] inode=7801, blkindex=7938 blkaddr=347720
[21159.016352] inode=7801, blkindex=7939 blkaddr=347721
[21159.016353] inode=7801, blkindex=7940 blkaddr=347722
[21159.016354] inode=7801, blkindex=7941 blkaddr=347723
[21159.016355] inode=7801, blkindex=7942 blkaddr=347724
[21159.016356] inode=7783, blkindex=7577 blkaddr=347725
[21159.016357] inode=7783, blkindex=7578 blkaddr=347726
[21159.016359] inode=7783, blkindex=7579 blkaddr=347727
[21159.016360] inode=7783, blkindex=7580 blkaddr=347728
[21159.016361] inode=7783, blkindex=7581 blkaddr=347729
[21159.016362] inode=7783, blkindex=7582 blkaddr=347730
[21159.016363] inode=7783, blkindex=7583 blkaddr=347731
[21159.016364] inode=7783, blkindex=7584 blkaddr=347732
[21159.016365] inode=7783, blkindex=7585 blkaddr=347733
[21159.016366] inode=7783, blkindex=7586 blkaddr=347734
[21159.016367] inode=7759, blkindex=6760 blkaddr=347900
[21159.016368] inode=7759, blkindex=6761 blkaddr=347901
[21159.016369] inode=7759, blkindex=6762 blkaddr=347902
[21159.016370] inode=7759, blkindex=6763 blkaddr=347903
[21159.016371] inode=7759, blkindex=6764 blkaddr=347904
[21159.016373] inode=7759, blkindex=6765 blkaddr=347905
[21159.016374] inode=7759, blkindex=6766 blkaddr=347906
[21159.016375] inode=7759, blkindex=6767 blkaddr=347907
[21159.016376] inode=7759, blkindex=6768 blkaddr=347908
[21159.016377] inode=7759, blkindex=6769 blkaddr=347909
[21159.016378] inode=7759, blkindex=6770 blkaddr=347910
[21159.016379] inode=7759, blkindex=7520 blkaddr=347735
[21159.016380] inode=7759, blkindex=7521 blkaddr=347736
[21159.016381] inode=7759, blkindex=7522 blkaddr=347737
[21159.016382] inode=7759, blkindex=7523 blkaddr=347738
[21159.016383] inode=7759, blkindex=7524 blkaddr=347739
[21159.016384] inode=7759, blkindex=7525 blkaddr=347740
[21159.016385] inode=7759, blkindex=7526 blkaddr=347741
[21159.016386] inode=7759, blkindex=7527 blkaddr=347742
[21159.016387] inode=7759, blkindex=7528 blkaddr=347743
[21159.016388] inode=7782, blkindex=6854 blkaddr=347948
[21159.016390] inode=7782, blkindex=6855 blkaddr=347949
[21159.016391] inode=7782, blkindex=6856 blkaddr=347950
[21159.016391] inode=7782, blkindex=6857 blkaddr=347951
[21159.016392] inode=7782, blkindex=6858 blkaddr=347952
[21159.016393] inode=7782, blkindex=6859 blkaddr=347953
[21159.016394] inode=7782, blkindex=6860 blkaddr=347954
[21159.016395] inode=7782, blkindex=6861 blkaddr=347955
[21159.016396] inode=7782, blkindex=6862 blkaddr=347956
[21159.016397] inode=7782, blkindex=6863 blkaddr=347957
[21159.016398] inode=7782, blkindex=6864 blkaddr=347958
[21159.016399] inode=7782, blkindex=6865 blkaddr=347959
[21159.016400] inode=7782, blkindex=6866 blkaddr=347960
[21159.016401] inode=7782, blkindex=6867 blkaddr=347961
[21159.016402] inode=7782, blkindex=6868 blkaddr=347962
[21159.016403] inode=7782, blkindex=7673 blkaddr=347764
[21159.016405] inode=7782, blkindex=7674 blkaddr=347765
[21159.016406] inode=7782, blkindex=7675 blkaddr=347766
[21159.016407] inode=7782, blkindex=7676 blkaddr=347767
[21159.016408] inode=7782, blkindex=7677 blkaddr=347768
[21159.016409] inode=7782, blkindex=7678 blkaddr=347769
[21159.016410] inode=7795, blkindex=6812 blkaddr=347911
[21159.016411] inode=7795, blkindex=6813 blkaddr=347912
[21159.016412] inode=7795, blkindex=6814 blkaddr=347913
[21159.016413] inode=7795, blkindex=6815 blkaddr=347914
[21159.016414] inode=7795, blkindex=6816 blkaddr=347915
[21159.016415] inode=7795, blkindex=6817 blkaddr=347916
[21159.016416] inode=7795, blkindex=7618 blkaddr=347770
[21159.016418] inode=7795, blkindex=7619 blkaddr=347771
[21159.016419] inode=7795, blkindex=7620 blkaddr=347772
[21159.016420] inode=7795, blkindex=7621 blkaddr=347773
[21159.016421] inode=7795, blkindex=7622 blkaddr=347774
[21159.016423] inode=7795, blkindex=7623 blkaddr=347775
[21159.016424] inode=7795, blkindex=7624 blkaddr=347776
[21159.016425] inode=7795, blkindex=7625 blkaddr=347777
[21159.016426] inode=7754, blkindex=6764 blkaddr=347932
[21159.016427] inode=7754, blkindex=6765 blkaddr=347933
[21159.016428] inode=7754, blkindex=6766 blkaddr=347934
[21159.016429] inode=7754, blkindex=6767 blkaddr=347935
[21159.016430] inode=7754, blkindex=6768 blkaddr=347936
[21159.016431] inode=7754, blkindex=6769 blkaddr=347937
[21159.016432] inode=7754, blkindex=6770 blkaddr=347938
[21159.016433] inode=7754, blkindex=6771 blkaddr=347939
[21159.016434] inode=7754, blkindex=6772 blkaddr=347940
[21159.016435] inode=7754, blkindex=7581 blkaddr=347778
[21159.016437] inode=7754, blkindex=7582 blkaddr=347779
[21159.016438] inode=7754, blkindex=7583 blkaddr=347780
[21159.016439] inode=7754, blkindex=7584 blkaddr=347781
[21159.016440] inode=7754, blkindex=7585 blkaddr=347782
[21159.016441] inode=7754, blkindex=7586 blkaddr=347783
[21159.016442] inode=7786, blkindex=7000 blkaddr=347784
[21159.016443] inode=7786, blkindex=7001 blkaddr=347785
[21159.016444] inode=7786, blkindex=7002 blkaddr=347786
[21159.016445] inode=7786, blkindex=7003 blkaddr=347787
[21159.016447] inode=7786, blkindex=7004 blkaddr=347788
[21159.016448] inode=7786, blkindex=7005 blkaddr=347789
[21159.016449] inode=7786, blkindex=7006 blkaddr=347790
[21159.016450] inode=7775, blkindex=6844 blkaddr=347791
[21159.016451] inode=7775, blkindex=6845 blkaddr=347792
[21159.016452] inode=7775, blkindex=6846 blkaddr=347793
[21159.016453] inode=7775, blkindex=6847 blkaddr=347794
[21159.016454] inode=7775, blkindex=6848 blkaddr=347795
[21159.016455] inode=7775, blkindex=6849 blkaddr=347796
[21159.016456] inode=7775, blkindex=6850 blkaddr=347797
[21159.016457] inode=7775, blkindex=6851 blkaddr=347798
[21159.016458] inode=7775, blkindex=6852 blkaddr=347799
[21159.016459] inode=7771, blkindex=6826 blkaddr=347800
[21159.016461] inode=7771, blkindex=6827 blkaddr=347801
[21159.016462] inode=7771, blkindex=6828 blkaddr=347802
[21159.016463] inode=7771, blkindex=6829 blkaddr=347803
[21159.016464] inode=7771, blkindex=6830 blkaddr=347804
[21159.016465] inode=7771, blkindex=6831 blkaddr=347805
[21159.016466] inode=7771, blkindex=6832 blkaddr=347806
[21159.016467] inode=7771, blkindex=6833 blkaddr=347807
[21159.016469] inode=7771, blkindex=6834 blkaddr=347808
[21159.016470] inode=7771, blkindex=6835 blkaddr=347809
[21159.016471] inode=7771, blkindex=6836 blkaddr=347810
[21159.016472] inode=7771, blkindex=6837 blkaddr=347811
[21159.016473] inode=7755, blkindex=6847 blkaddr=347818
[21159.016475] inode=7755, blkindex=6848 blkaddr=347819
[21159.016476] inode=7755, blkindex=6849 blkaddr=347820
[21159.016477] inode=7755, blkindex=6850 blkaddr=347821
[21159.016478] inode=7755, blkindex=6851 blkaddr=347822
[21159.016479] inode=7755, blkindex=6852 blkaddr=347823
[21159.016480] inode=7790, blkindex=6935 blkaddr=347824
[21159.016482] inode=7790, blkindex=6936 blkaddr=347825
[21159.016483] inode=7790, blkindex=6937 blkaddr=347826
[21159.016484] inode=7790, blkindex=6938 blkaddr=347827
[21159.016485] inode=7790, blkindex=6939 blkaddr=347828
[21159.016486] inode=7790, blkindex=6940 blkaddr=347829
[21159.016487] inode=7790, blkindex=6941 blkaddr=347830
[21159.016488] inode=7790, blkindex=6942 blkaddr=347831
[21159.016489] inode=7790, blkindex=6943 blkaddr=347832
[21159.016490] inode=7790, blkindex=6944 blkaddr=347833
[21159.016491] inode=7790, blkindex=6945 blkaddr=347834
[21159.016492] inode=7777, blkindex=6781 blkaddr=347846
[21159.016494] inode=7777, blkindex=6782 blkaddr=347847
[21159.016495] inode=7777, blkindex=6783 blkaddr=347848
[21159.016496] inode=7777, blkindex=6784 blkaddr=347849
[21159.016497] inode=7777, blkindex=6785 blkaddr=347850
[21159.016498] inode=7777, blkindex=6786 blkaddr=347851
[21159.016499] inode=7777, blkindex=6787 blkaddr=347852
[21159.016500] inode=7777, blkindex=6788 blkaddr=347853
[21159.016501] inode=7777, blkindex=6789 blkaddr=347854
[21159.016502] inode=7777, blkindex=6790 blkaddr=347855
[21159.016503] inode=7777, blkindex=6791 blkaddr=347856
[21159.016504] inode=7777, blkindex=6792 blkaddr=347857
[21159.016505] inode=7777, blkindex=6793 blkaddr=347858
[21159.016506] inode=7777, blkindex=6794 blkaddr=347859
[21159.016507] inode=7777, blkindex=6795 blkaddr=347860
[21159.016508] inode=7777, blkindex=6796 blkaddr=347861
[21159.016509] inode=7757, blkindex=6845 blkaddr=347885
[21159.016511] inode=7757, blkindex=6846 blkaddr=347886
[21159.016512] inode=7757, blkindex=6847 blkaddr=347887
[21159.016513] inode=7757, blkindex=6848 blkaddr=347888
[21159.016514] inode=7757, blkindex=6849 blkaddr=347889
[21159.016515] inode=7757, blkindex=6850 blkaddr=347890
[21159.016516] inode=7757, blkindex=6851 blkaddr=347891
[21159.016517] inode=7757, blkindex=6852 blkaddr=347892
[21159.016518] inode=7757, blkindex=6853 blkaddr=347893
[21159.016519] inode=7757, blkindex=6854 blkaddr=347894
[21159.016520] inode=7757, blkindex=6855 blkaddr=347895
[21159.016521] inode=7757, blkindex=6856 blkaddr=347896
[21159.016522] inode=7757, blkindex=6857 blkaddr=347897
[21159.016523] inode=7757, blkindex=6858 blkaddr=347898
[21159.016524] inode=7757, blkindex=6859 blkaddr=347899
[21159.016525] inode=7764, blkindex=6901 blkaddr=347917
[21159.016526] inode=7764, blkindex=6902 blkaddr=347918
[21159.016527] inode=7764, blkindex=6903 blkaddr=347919
[21159.016528] inode=7764, blkindex=6904 blkaddr=347920
[21159.016529] inode=7764, blkindex=6905 blkaddr=347921
[21159.016530] inode=7764, blkindex=6906 blkaddr=347922
[21159.016531] inode=7764, blkindex=6907 blkaddr=347923
[21159.016532] inode=7764, blkindex=6908 blkaddr=347924
[21159.016533] inode=7764, blkindex=6909 blkaddr=347925
[21159.016534] inode=7764, blkindex=6910 blkaddr=347926
[21159.016535] inode=7764, blkindex=6911 blkaddr=347927
[21159.016536] inode=7764, blkindex=6912 blkaddr=347928
[21159.016537] inode=7764, blkindex=6913 blkaddr=347929
[21159.016538] inode=7764, blkindex=6914 blkaddr=347930
[21159.016539] inode=7764, blkindex=6915 blkaddr=347931
[21159.016540] inode=7772, blkindex=6855 blkaddr=347973
[21159.016542] inode=7772, blkindex=6856 blkaddr=347974
[21159.016543] inode=7772, blkindex=6857 blkaddr=347975
[21159.016544] inode=7772, blkindex=6858 blkaddr=347976
[21159.016545] inode=7772, blkindex=6859 blkaddr=347977
[21159.016546] inode=7772, blkindex=6860 blkaddr=347978
[21159.016547] inode=7772, blkindex=6861 blkaddr=347979
[21159.016548] inode=7798, blkindex=6919 blkaddr=347992
[21159.016550] inode=7798, blkindex=6920 blkaddr=347993
[21159.016551] inode=7798, blkindex=6921 blkaddr=347994
[21159.016552] inode=7798, blkindex=6922 blkaddr=347995
[21159.016553] inode=7798, blkindex=6923 blkaddr=347996
[21159.016554] inode=7798, blkindex=6924 blkaddr=347997
[21159.016555] inode=7798, blkindex=6925 blkaddr=347998
[21159.016556] inode=7798, blkindex=6926 blkaddr=347999
[21159.016557] inode=7798, blkindex=6927 blkaddr=348000
[21159.016558] inode=7798, blkindex=6928 blkaddr=348001
[21159.016559] inode=7798, blkindex=6929 blkaddr=348002
[21159.016560] inode=7766, blkindex=6863 blkaddr=348003
[21159.016561] inode=7766, blkindex=6864 blkaddr=348004
[21159.016562] inode=7766, blkindex=6865 blkaddr=348005
[21159.016563] inode=7766, blkindex=6866 blkaddr=348006
[21159.016564] inode=7766, blkindex=6867 blkaddr=348007
[21159.016565] inode=7766, blkindex=6868 blkaddr=348008
[21159.016566] inode=7766, blkindex=6869 blkaddr=348009
[21159.016567] inode=7766, blkindex=6870 blkaddr=348010
[21159.016568] inode=7766, blkindex=6871 blkaddr=348011
[21159.016569] inode=7766, blkindex=6872 blkaddr=348012
[21159.016570] inode=7785, blkindex=6875 blkaddr=348013
[21159.016571] inode=7785, blkindex=6876 blkaddr=348014
[21159.016572] inode=7785, blkindex=6877 blkaddr=348015
[21159.016573] inode=7785, blkindex=6878 blkaddr=348016
[21159.016575] inode=7785, blkindex=6879 blkaddr=348017
[21159.016576] inode=7785, blkindex=6880 blkaddr=348018
[21159.016576] inode=7785, blkindex=6881 blkaddr=348019
[21159.016577] inode=7785, blkindex=6882 blkaddr=348020
[21159.016578] inode=7785, blkindex=6883 blkaddr=348021
[21159.016579] inode=7785, blkindex=6884 blkaddr=348022
[21159.016580] inode=7785, blkindex=6885 blkaddr=348023
[21159.016581] inode=7785, blkindex=6886 blkaddr=348024
[21159.016582] inode=7787, blkindex=6959 blkaddr=348025
[21159.016584] inode=7787, blkindex=6960 blkaddr=348026
[21159.016585] inode=7787, blkindex=6961 blkaddr=348027
[21159.016586] inode=7787, blkindex=6962 blkaddr=348028
[21159.016587] inode=7787, blkindex=6963 blkaddr=348029
[21159.016588] inode=7787, blkindex=6964 blkaddr=348030
[21159.016589] inode=7787, blkindex=6965 blkaddr=348031
[21159.016590] inode=7787, blkindex=6966 blkaddr=348032
[21159.016591] inode=7787, blkindex=6967 blkaddr=348033
[21159.016592] inode=7787, blkindex=6968 blkaddr=348034
[21159.016593] inode=7787, blkindex=6969 blkaddr=348035
[21159.016594] inode=7767, blkindex=6904 blkaddr=348057
[21159.025011] inode=7767, blkindex=6905 blkaddr=348058
[21159.025013] inode=7767, blkindex=6906 blkaddr=348059
[21159.025014] inode=7767, blkindex=6907 blkaddr=348060
[21159.025015] inode=7767, blkindex=6908 blkaddr=348061
[21159.025016] inode=7767, blkindex=6909 blkaddr=348062
[21159.025017] inode=7767, blkindex=6910 blkaddr=348063
[21159.025021] inode=7767, blkindex=6911 blkaddr=348064
[21159.025022] inode=7767, blkindex=6912 blkaddr=348065
[21159.025024] inode=7767, blkindex=6913 blkaddr=348066
[21159.025025] inode=7767, blkindex=6914 blkaddr=348067
[21159.025026] inode=7773, blkindex=6853 blkaddr=348068
[21159.025028] inode=7773, blkindex=6854 blkaddr=348069
[21159.025029] inode=7773, blkindex=6855 blkaddr=348070
[21159.025030] inode=7773, blkindex=6856 blkaddr=348071
[21159.025031] inode=7773, blkindex=6857 blkaddr=348072
[21159.025033] inode=7773, blkindex=6858 blkaddr=348073
[21159.025034] inode=7773, blkindex=6859 blkaddr=348074
[21159.025035] inode=7773, blkindex=6860 blkaddr=348075
[21159.025036] inode=7773, blkindex=6861 blkaddr=348076
[21159.025037] inode=7773, blkindex=6862 blkaddr=348077
[21159.025038] inode=7773, blkindex=6863 blkaddr=348078
[21159.025039] inode=7773, blkindex=6864 blkaddr=348079
[21159.025040] inode=7762, blkindex=6952 blkaddr=348080
[21159.025042] inode=7762, blkindex=6953 blkaddr=348081
[21159.025043] inode=7762, blkindex=6954 blkaddr=348082
[21159.025044] inode=7762, blkindex=6955 blkaddr=348083
[21159.025045] inode=7762, blkindex=6956 blkaddr=348084
[21159.025046] inode=7762, blkindex=6957 blkaddr=348085
[21159.025048] inode=7762, blkindex=6958 blkaddr=348086
[21159.025049] inode=7762, blkindex=6959 blkaddr=348087
[21159.025050] inode=7763, blkindex=6847 blkaddr=348088
[21159.025051] inode=7763, blkindex=6848 blkaddr=348089
[21159.025052] inode=7763, blkindex=6849 blkaddr=348090
[21159.025053] inode=7763, blkindex=6850 blkaddr=348091
[21159.025054] inode=7763, blkindex=6851 blkaddr=348092
[21159.025055] inode=7763, blkindex=6852 blkaddr=348093
[21159.025056] inode=7763, blkindex=6853 blkaddr=348094
[21159.025057] inode=7763, blkindex=6854 blkaddr=348095
[21159.025067] inode=7763, blkindex=6855 blkaddr=348096
[21159.025068] inode=7763, blkindex=6856 blkaddr=348097
[21159.025069] inode=7763, blkindex=6857 blkaddr=348098
[21159.025070] inode=7792, blkindex=6775 blkaddr=348099
[21159.025072] inode=7792, blkindex=6776 blkaddr=348100
[21159.025073] inode=7792, blkindex=6777 blkaddr=348101
[21159.025074] inode=7792, blkindex=6778 blkaddr=348102
